text,clean_text
"@CDCgov COVID-19 is airborne. Make sure your air is clean with https://t.co/prc6TA7ngi 

#COVID19 #COVIDVaccination #CDCGuidelines #schoolsreopening #healthy https://t.co/0c7nAbtxnk",covid is airborne make sure your air is clean with covid covidvaccination cdcguidelines schoolsreopening healthy
@CDCgov Yes ... enjoy breathing in your own exhaled air and suffering hypoxia .  This is a harmful message. And needs removing.,yes enjoy breathing in your own exhaled air and suffering hypoxia this is a harmful message and needs removing
@CDCgov That's stupid advice. Try sewing a thicker mask.,thats stupid advice try sewing a thicker mask
@CDCgov You got to be kidding,you got to be kidding
@CDCgov can't breath,cant breath
"@CDCgov Stupid! If one mask doesn't work and 6 foot rule doesn't work, why don't we try 12?!!!!!!!!",stupid if one mask doesnt work and foot rule doesnt work why dont we try
@CDCgov A new rope around the neck and chair kicked out trick also stops the spreading!,a new rope around the neck and chair kicked out trick also stops the spreading
@CDCgov We don't need the CDC. Cancel it!,we dont need the cdc cancel it
@CDCgov Oh man this is quite the throwback,oh man this is quite the throwback
@CDCgov Try 7 masks. Even better 🤷‍♂️,try masks even better
"@CDCgov You forgot about one other way of transmission, plz try this one.
Size is just right for Your asses. https://t.co/4pJdTAgqMz",you forgot about one other way of transmission plz try this one size is just right for your asses
@CDCgov I never leave home without 10 masks 😂,i never leave home without masks
"@CDCgov @Only4RM Plot twist I've been 5 masking it, what now? 😂",plot twist ive been masking it what now
@CDCgov This is insane,this is insane
@CDCgov Oh just fuck off will you.,oh just fuck off will you
@CDCgov It’s a no from me.,its a no from me
"@CDCgov And make sure they are N95 or Surgical Masks only, this is Mandatory and Federal Law, Cloth Masks may still encourage Mutation of the virus itself.",and make sure they are n or surgical masks only this is mandatory and federal law cloth masks may still encourage mutation of the virus itself
@CDCgov Get to fuck,get to fuck
@CDCgov Plastic shopping bag is next.,plastic shopping bag is next
@CDCgov Is the website down?,is the website down
@CDCgov bull shit,bull shit
@CDCgov STOP LYING. THIS ISN'T TRUE,stop lying this isnt true
@CDCgov You have got to be joking? 🤦‍♂️,you have got to be joking
@CDCgov Three is better. Plus a shield. That’s even better.,three is better plus a shield thats even better
@CDCgov @PalmdaleCity What happened to wearing goggles 🥽?,what happened to wearing goggles
@CDCgov At this point just get an hazmat suit,at this point just get an hazmat suit
@CDCgov Wearing 47 masks can improve fit &amp; give you better protection. https://t.co/N3DHAQ4Xo1,wearing masks can improve fit amp give you better protection
"@CDCgov Thank you, I have been doing the exact for the last month.  Now I know for sure it was not over the top.",thank you i have been doing the exact for the last month now i know for sure it was not over the top
"@CDCgov You mean people are still falling for this farce of wearing a mask? Are you kidding? Take the stupid mask off and breathe clean, fresh air! Now, that’s healthy!",you mean people are still falling for this farce of wearing a mask are you kidding take the stupid mask off and breathe clean fresh air now thats healthy
@CDCgov Nice misinformation,nice misinformation
@CDCgov The lunatics have taken over the asylum,the lunatics have taken over the asylum
"@CDCgov And it's not the ""first contagion"" that matters, it is the ""exponential growth"".  With Ro = 2 after 10 cycles of transmission you have 1,024 infected persons.  With Ro = 5 you have 9,765,625 infected persons (assuming a naïve population)",and its not the first contagion that matters it is the exponential growth with ro after cycles of transmission you have infected persons with ro you have infected persons assuming a nave population
@CDCgov sooo you are admitting the vaxx dont work?,sooo you are admitting the vaxx dont work
@CDCgov It seems that 2021 will be a terrible year for anti-vaxxers.,it seems that will be a terrible year for antivaxxers
@CDCgov You posted not that long ago saying vaccinated people are the main carriers and could spread it!! Regardless I’ve been wearing my masks and only going out when need be. This shit is all too confusing and if I had already caught Covid 19 then my chances of getting sick r low? https://t.co/kXV6rhX2ff,you posted not that long ago saying vaccinated people are the main carriers and could spread it regardless ive been wearing my masks and only going out when need be this shit is all too confusing and if i had already caught covid then my chances of getting sick r low
@CDCgov At this point people trust their gut more than they trust “the cdc” for guidance. And how about the “laws” the cdc is making with regards to eviction moratoriums. Wouldn’t believe this shit if it was in a movie script at this point.,at this point people trust their gut more than they trust the cdc for guidance and how about the laws the cdc is making with regards to eviction moratoriums wouldnt believe this shit if it was in a movie script at this point
"@CDCgov #حق_الصيادله_ياسيسي
#حياه_كريمه_للصيادله
#حق_ال
Support💪💪",support
@CDCgov Lie after lie 🤣,lie after lie
@CDCgov To the CDC: Please resume tracking all breakthrough cases so we have accurate figures re how Delta spreads.,to the cdc please resume tracking all breakthrough cases so we have accurate figures re how delta spreads
"@CDCgov @PAHealthDept @PAHealthDept You need to protect our children by requiring masks in schools this fall. The districts are bowing to anti-science bullies, please step up.",you need to protect our children by requiring masks in schools this fall the districts are bowing to antiscience bullies please step up
